,img_name,has_pothole,has_crack,is_pitched
103,Image20_hc.jpg,0,0,1
104,Image20_lc.jpg,0,0,1
105,Image21.jpg,1,0,1
106,Image21_noise.jpg,1,0,1
107,Image21_blur.jpg,1,0,1
108,Image21_hc.jpg,1,0,1
109,Image21_lc.jpg,1,0,1
110,Image22.jpg,1,0,1
111,Image22_noise.jpg,1,0,1
112,Image22_blur.jpg,1,0,1
113,Image22_hc.jpg,1,0,1
114,Image22_lc.jpg,1,0,1
115,Image23.jpg,1,0,1
116,Image23_noise.jpg,1,0,1
117,Image23_blur.jpg,1,0,1
118,Image23_hc.jpg,1,0,1
119,Image23_lc.jpg,1,0,1
120,Image24.jpg,0,1,1
121,Image24_noise.jpg,0,1,1
122,Image24_blur.jpg,0,1,1
123,Image24_hc.jpg,0,1,1
124,Image24_lc.jpg,0,1,1
125,Image25.jpg,0,1,1
126,Image25_noise.jpg,0,1,1
127,Image25_blur.jpg,0,1,1
128,Image25_hc.jpg,0,1,1
129,Image25_lc.jpg,0,1,1
130,Image26.jpg,0,1,1
131,Image26_noise.jpg,0,1,1
132,Image26_blur.jpg,0,1,1
133,Image26_hc.jpg,0,1,1
134,Image26_lc.jpg,0,1,1
135,Image27.jpg,0,1,1
136,Image27_noise.jpg,0,1,1
137,Image27_blur.jpg,0,1,1
138,Image27_hc.jpg,0,1,1
139,Image27_lc.jpg,0,1,1
140,Image28.jpg,0,1,1
141,Image28_noise.jpg,0,1,1
142,Image28_blur.jpg,0,1,1
143,Image28_hc.jpg,0,1,1
144,Image28_lc.jpg,0,1,1
145,Image29.jpg,0,1,1
146,Image29_noise.jpg,0,1,1
147,Image29_blur.jpg,0,1,1
148,Image29_hc.jpg,0,1,1
149,Image29_lc.jpg,0,1,1
150,Image30.jpg,1,1,0
151,Image30_noise.jpg,1,1,0
152,Image30_blur.jpg,1,1,0
153,Image30_hc.jpg,1,1,0
154,Image30_lc.jpg,1,1,0
155,Image31.jpg,1,1,0
156,Image31_noise.jpg,1,1,0
157,Image31_blur.jpg,1,1,0
158,Image31_hc.jpg,1,1,0
159,Image31_lc.jpg,1,1,0
160,Image32.jpg,1,1,0
161,Image32_noise.jpg,1,1,0
162,Image32_blur.jpg,1,1,0
163,Image32_hc.jpg,1,1,0
164,Image32_lc.jpg,1,1,0
165,Image33.jpg,1,1,1
166,Image33_noise.jpg,1,1,1
167,Image33_blur.jpg,1,1,1
168,Image33_hc.jpg,1,1,1
169,Image33_lc.jpg,1,1,1
170,Image34.jpg,1,1,1
171,Image34_noise.jpg,1,1,1
172,Image34_blur.jpg,1,1,1
173,Image34_hc.jpg,1,1,1
174,Image34_lc.jpg,1,1,1
175,Image35.jpg,1,1,1
176,Image35_noise.jpg,1,1,1
177,Image35_blur.jpg,1,1,1
178,Image35_hc.jpg,1,1,1
179,Image35_lc.jpg,1,1,1
180,Image36.jpg,1,0,1
181,Image36_noise.jpg,1,0,1
182,Image36_blur.jpg,1,0,1
183,Image36_hc.jpg,1,0,1
184,Image36_lc.jpg,1,0,1
185,Image37.jpg,1,0,1
186,Image37_noise.jpg,1,0,1
187,Image37_blur.jpg,1,0,1
188,Image37_hc.jpg,1,0,1
189,Image37_lc.jpg,1,0,1
190,Image38.jpg,1,0,1
191,Image38_noise.jpg,1,0,1
192,Image38_blur.jpg,1,0,1
193,Image38_hc.jpg,1,0,1
194,Image38_lc.jpg,1,0,1
195,Image39.jpg,1,0,1
196,Image39_noise.jpg,1,0,1
197,Image39_blur.jpg,1,0,1
198,Image39_hc.jpg,1,0,1
199,Image39_lc.jpg,1,0,1
200,Image40.jpg,1,0,1
201,Image40_noise.jpg,1,0,1
202,Image40_blur.jpg,1,0,1
203,Image40_hc.jpg,1,0,1
204,Image40_lc.jpg,1,0,1
205,Image41.jpg,1,0,1
206,Image41_noise.jpg,1,0,1
207,Image41_blur.jpg,1,0,1
208,Image41_hc.jpg,1,0,1
209,Image41_lc.jpg,1,0,1
210,Image42.jpg,0,1,1
211,Image42_noise.jpg,0,1,1
212,Image42_blur.jpg,0,1,1
213,Image42_hc.jpg,0,1,1
214,Image42_lc.jpg,0,1,1
215,Image43.jpg,0,1,1
216,Image43_noise.jpg,0,1,1
217,Image43_blur.jpg,0,1,1
218,Image43_hc.jpg,0,1,1
219,Image43_lc.jpg,0,1,1
220,Image44.jpg,0,1,1
221,Image44_noise.jpg,0,1,1
222,Image44_blur.jpg,0,1,1
223,Image44_hc.jpg,0,1,1
224,Image44_lc.jpg,0,1,1
225,Image45.jpg,1,1,1
226,Image45_noise.jpg,1,1,1
227,Image45_blur.jpg,1,1,1
228,Image45_hc.jpg,1,1,1
229,Image45_lc.jpg,1,1,1
230,Image46.jpg,1,1,1
231,Image46_noise.jpg,1,1,1
232,Image46_blur.jpg,1,1,1
233,Image46_hc.jpg,1,1,1
234,Image46_lc.jpg,1,1,1
235,Image47.jpg,1,1,1
236,Image47_noise.jpg,1,1,1
237,Image47_blur.jpg,1,1,1
238,Image47_hc.jpg,1,1,1
239,Image47_lc.jpg,1,1,1
240,Image48.jpg,1,0,1
241,Image48_noise.jpg,1,0,1
242,Image48_blur.jpg,1,0,1
243,Image48_hc.jpg,1,0,1
244,Image48_lc.jpg,1,0,1
245,Image49.jpg,1,0,1
246,Image49_noise.jpg,1,0,1
247,Image49_blur.jpg,1,0,1
248,Image49_hc.jpg,1,0,1
249,Image49_lc.jpg,1,0,1
250,Image50.jpg,1,0,1
251,Image50_noise.jpg,1,0,1
252,Image50_blur.jpg,1,0,1
253,Image50_hc.jpg,1,0,1
254,Image50_lc.jpg,1,0,1
255,Image51.jpg,1,1,1
256,Image51_noise.jpg,1,1,1
257,Image51_blur.jpg,1,1,1
258,Image51_hc.jpg,1,1,1
259,Image51_lc.jpg,1,1,1
260,Image52.jpg,1,1,1
261,Image52_noise.jpg,1,1,1
262,Image52_blur.jpg,1,1,1
263,Image52_hc.jpg,1,1,1
264,Image52_lc.jpg,1,1,1
265,Image53.jpg,1,1,1
266,Image53_noise.jpg,1,1,1
267,Image53_blur.jpg,1,1,1
268,Image53_hc.jpg,1,1,1
269,Image53_lc.jpg,1,1,1
270,Image54.jpg,1,0,1
271,Image54_noise.jpg,1,0,1
272,Image54_blur.jpg,1,0,1
273,Image54_hc.jpg,1,0,1
274,Image54_lc.jpg,1,0,1
275,Image55.jpg,1,0,1
276,Image55_noise.jpg,1,0,1
277,Image55_blur.jpg,1,0,1
278,Image55_hc.jpg,1,0,1
279,Image55_lc.jpg,1,0,1
280,Image56.jpg,1,0,1
281,Image56_noise.jpg,1,0,1
282,Image56_blur.jpg,1,0,1
283,Image56_hc.jpg,1,0,1
284,Image56_lc.jpg,1,0,1
285,Image57.jpg,1,0,1
286,Image57_noise.jpg,1,0,1
287,Image57_blur.jpg,1,0,1
288,Image57_hc.jpg,1,0,1
289,Image57_lc.jpg,1,0,1
290,Image58.jpg,1,0,1
291,Image58_noise.jpg,1,0,1
292,Image58_blur.jpg,1,0,1
293,Image58_hc.jpg,1,0,1
294,Image58_lc.jpg,1,0,1
295,Image59.jpg,1,0,1
296,Image59_noise.jpg,1,0,1
297,Image59_blur.jpg,1,0,1
298,Image59_hc.jpg,1,0,1
299,Image59_lc.jpg,1,0,1
300,Image60.jpg,1,0,1
301,Image60_noise.jpg,1,0,1
302,Image60_blur.jpg,1,0,1
303,Image60_hc.jpg,1,0,1
304,Image60_lc.jpg,1,0,1
305,Image61.jpg,1,0,1
306,Image61_noise.jpg,1,0,1
307,Image61_blur.jpg,1,0,1
308,Image61_hc.jpg,1,0,1
309,Image61_lc.jpg,1,0,1
310,Image62.jpg,1,0,1
311,Image62_noise.jpg,1,0,1
312,Image62_blur.jpg,1,0,1
313,Image62_hc.jpg,1,0,1
314,Image62_lc.jpg,1,0,1
315,Image63.jpg,0,1,1
316,Image63_noise.jpg,0,1,1
317,Image63_blur.jpg,0,1,1
318,Image63_hc.jpg,0,1,1
319,Image63_lc.jpg,0,1,1
320,Image64.jpg,0,1,1
321,Image64_noise.jpg,0,1,1
322,Image64_blur.jpg,0,1,1
323,Image64_hc.jpg,0,1,1
324,Image64_lc.jpg,0,1,1
325,Image65.jpg,0,1,1
326,Image65_noise.jpg,0,1,1
327,Image65_blur.jpg,0,1,1
328,Image65_hc.jpg,0,1,1
329,Image65_lc.jpg,0,1,1
330,Image66.jpg,1,1,0
331,Image66_noise.jpg,1,1,0
332,Image66_blur.jpg,1,1,0
333,Image66_hc.jpg,1,1,0
334,Image66_lc.jpg,1,1,0
335,Image67.jpg,1,1,0
336,Image67_noise.jpg,1,1,0
337,Image67_blur.jpg,1,1,0
338,Image67_hc.jpg,1,1,0
339,Image67_lc.jpg,1,1,0
340,Image68.jpg,1,1,0
341,Image68_noise.jpg,1,1,0
342,Image68_blur.jpg,1,1,0
343,Image68_hc.jpg,1,1,0
344,Image68_lc.jpg,1,1,0
345,Image69.jpg,1,1,0
346,Image69_noise.jpg,1,1,0
347,Image69_blur.jpg,1,1,0
348,Image69_hc.jpg,1,1,0
349,Image69_lc.jpg,1,1,0
350,Image70.jpg,1,1,0
351,Image70_noise.jpg,1,1,0
352,Image70_blur.jpg,1,1,0
353,Image70_hc.jpg,1,1,0
354,Image70_lc.jpg,1,1,0
355,Image71.jpg,1,1,0
356,Image71_noise.jpg,1,1,0
357,Image71_blur.jpg,1,1,0
358,Image71_hc.jpg,1,1,0
359,Image71_lc.jpg,1,1,0
360,Image72.jpg,1,0,1
361,Image72_noise.jpg,1,0,1
362,Image72_blur.jpg,1,0,1
363,Image72_hc.jpg,1,0,1
364,Image72_lc.jpg,1,0,1
365,Image73.jpg,1,0,1
366,Image73_noise.jpg,1,0,1
367,Image73_blur.jpg,1,0,1
368,Image73_hc.jpg,1,0,1
369,Image73_lc.jpg,1,0,1
370,Image74.jpg,1,0,1
371,Image74_noise.jpg,1,0,1
372,Image74_blur.jpg,1,0,1
373,Image74_hc.jpg,1,0,1
374,Image74_lc.jpg,1,0,1
375,Image75.jpg,1,0,0
376,Image75_noise.jpg,1,0,0
377,Image75_blur.jpg,1,0,0
378,Image75_hc.jpg,1,0,0
379,Image75_lc.jpg,1,0,0
380,Image76.jpg,1,0,0
381,Image76_noise.jpg,1,0,0
382,Image76_blur.jpg,1,0,0
383,Image76_hc.jpg,1,0,0
384,Image76_lc.jpg,1,0,0
385,Image77.jpg,1,0,0
386,Image77_noise.jpg,1,0,0
387,Image77_blur.jpg,1,0,0
388,Image77_hc.jpg,1,0,0
389,Image77_lc.jpg,1,0,0
390,Image78.jpg,1,0,1
391,Image78_noise.jpg,1,0,1
392,Image78_blur.jpg,1,0,1
393,Image78_hc.jpg,1,0,1
394,Image78_lc.jpg,1,0,1
395,Image79.jpg,1,0,1
396,Image79_noise.jpg,1,0,1
397,Image79_blur.jpg,1,0,1
398,Image79_hc.jpg,1,0,1
399,Image79_lc.jpg,1,0,1
400,Image80.jpg,1,0,1
401,Image80_noise.jpg,1,0,1
402,Image80_blur.jpg,1,0,1
403,Image80_hc.jpg,1,0,1
404,Image80_lc.jpg,1,0,1
405,Image81.jpg,0,1,1
406,Image81_noise.jpg,0,1,1
407,Image81_blur.jpg,0,1,1
408,Image81_hc.jpg,0,1,1
409,Image81_lc.jpg,0,1,1
410,Image82.jpg,0,1,1
411,Image82_noise.jpg,0,1,1
412,Image82_blur.jpg,0,1,1
413,Image82_hc.jpg,0,1,1
414,Image82_lc.jpg,0,1,1
415,Image83.jpg,0,1,1
416,Image83_noise.jpg,0,1,1
417,Image83_blur.jpg,0,1,1
418,Image83_hc.jpg,0,1,1
419,Image83_lc.jpg,0,1,1
420,Image84.jpg,0,1,1
421,Image84_noise.jpg,0,1,1
422,Image84_blur.jpg,0,1,1
423,Image84_hc.jpg,0,1,1
424,Image84_lc.jpg,0,1,1
425,Image85.jpg,0,1,1
426,Image85_noise.jpg,0,1,1
427,Image85_blur.jpg,0,1,1
428,Image85_hc.jpg,0,1,1
429,Image85_lc.jpg,0,1,1
430,Image86.jpg,0,1,1
431,Image86_noise.jpg,0,1,1
432,Image86_blur.jpg,0,1,1
433,Image86_hc.jpg,0,1,1
434,Image86_lc.jpg,0,1,1
435,Image87.jpg,0,1,1
436,Image87_noise.jpg,0,1,1
437,Image87_blur.jpg,0,1,1
438,Image87_hc.jpg,0,1,1
439,Image87_lc.jpg,0,1,1
440,Image88.jpg,0,1,1
441,Image88_noise.jpg,0,1,1
442,Image88_blur.jpg,0,1,1
443,Image88_hc.jpg,0,1,1
444,Image88_lc.jpg,0,1,1
445,Image89.jpg,0,1,1
446,Image89_noise.jpg,0,1,1
447,Image89_blur.jpg,0,1,1
448,Image89_hc.jpg,0,1,1
449,Image89_lc.jpg,0,1,1
450,Image90.jpg,1,1,1
451,Image90_noise.jpg,1,1,1
452,Image90_blur.jpg,1,1,1
453,Image90_hc.jpg,1,1,1
454,Image90_lc.jpg,1,1,1
455,Image91.jpg,1,1,1
456,Image91_noise.jpg,1,1,1
457,Image91_blur.jpg,1,1,1
458,Image91_hc.jpg,1,1,1
459,Image91_lc.jpg,1,1,1
460,Image92.jpg,1,1,1
461,Image92_noise.jpg,1,1,1
462,Image92_blur.jpg,1,1,1
463,Image92_hc.jpg,1,1,1
464,Image92_lc.jpg,1,1,1
465,Image93.jpg,1,0,1
466,Image93_noise.jpg,1,0,1
467,Image93_blur.jpg,1,0,1
468,Image93_hc.jpg,1,0,1
469,Image93_lc.jpg,1,0,1
470,Image94.jpg,1,0,1
471,Image94_noise.jpg,1,0,1
472,Image94_blur.jpg,1,0,1
473,Image94_hc.jpg,1,0,1
474,Image94_lc.jpg,1,0,1
475,Image95.jpg,1,0,1
476,Image95_noise.jpg,1,0,1
477,Image95_blur.jpg,1,0,1
478,Image95_hc.jpg,1,0,1
479,Image95_lc.jpg,1,0,1
480,Image96.jpg,1,0,1
481,Image96_noise.jpg,1,0,1
482,Image96_blur.jpg,1,0,1
483,Image96_hc.jpg,1,0,1
484,Image96_lc.jpg,1,0,1
485,Image97.jpg,1,0,1
486,Image97_noise.jpg,1,0,1
487,Image97_blur.jpg,1,0,1
488,Image97_hc.jpg,1,0,1
489,Image97_lc.jpg,1,0,1
490,Image98.jpg,1,0,1
491,Image98_noise.jpg,1,0,1
492,Image98_blur.jpg,1,0,1
493,Image98_hc.jpg,1,0,1
494,Image98_lc.jpg,1,0,1
495,Image99.jpg,1,0,1
496,Image99_noise.jpg,1,0,1
497,Image99_blur.jpg,1,0,1
498,Image99_hc.jpg,1,0,1
499,Image99_lc.jpg,1,0,1
500,Image100.jpg,1,0,1
501,Image100_noise.jpg,1,0,1
502,Image100_blur.jpg,1,0,1
503,Image100_hc.jpg,1,0,1
504,Image100_lc.jpg,1,0,1
505,Image101.jpg,1,0,1
506,Image101_noise.jpg,1,0,1
507,Image101_blur.jpg,1,0,1
508,Image101_hc.jpg,1,0,1
509,Image101_lc.jpg,1,0,1
510,Image102.jpg,1,1,1
511,Image102_noise.jpg,1,1,1
512,Image102_blur.jpg,1,1,1
513,Image102_hc.jpg,1,1,1
514,Image102_lc.jpg,1,1,1
515,Image103.jpg,1,1,1
516,Image103_noise.jpg,1,1,1
517,Image103_blur.jpg,1,1,1
518,Image103_hc.jpg,1,1,1
519,Image103_lc.jpg,1,1,1
520,Image104.jpg,1,1,1
521,Image104_noise.jpg,1,1,1
522,Image104_blur.jpg,1,1,1
523,Image104_hc.jpg,1,1,1
524,Image104_lc.jpg,1,1,1
525,Image105.jpg,1,0,1
526,Image105_noise.jpg,1,0,1
527,Image105_blur.jpg,1,0,1
528,Image105_hc.jpg,1,0,1
529,Image105_lc.jpg,1,0,1
530,Image106.jpg,1,0,1
531,Image106_noise.jpg,1,0,1
532,Image106_blur.jpg,1,0,1
533,Image106_hc.jpg,1,0,1
534,Image106_lc.jpg,1,0,1
535,Image107.jpg,1,0,1
536,Image107_noise.jpg,1,0,1
537,Image107_blur.jpg,1,0,1
538,Image107_hc.jpg,1,0,1
539,Image107_lc.jpg,1,0,1
540,Image108.jpg,0,1,1
541,Image108_noise.jpg,0,1,1
542,Image108_blur.jpg,0,1,1
543,Image108_hc.jpg,0,1,1
544,Image108_lc.jpg,0,1,1
545,Image109.jpg,0,1,1
546,Image109_noise.jpg,0,1,1
547,Image109_blur.jpg,0,1,1
548,Image109_hc.jpg,0,1,1
549,Image109_lc.jpg,0,1,1
550,Image110.jpg,0,1,1
551,Image110_noise.jpg,0,1,1
552,Image110_blur.jpg,0,1,1
553,Image110_hc.jpg,0,1,1
554,Image110_lc.jpg,0,1,1
555,Image111.jpg,0,1,1
556,Image111_noise.jpg,0,1,1
557,Image111_blur.jpg,0,1,1
558,Image111_hc.jpg,0,1,1
559,Image111_lc.jpg,0,1,1
560,Image112.jpg,0,1,1
561,Image112_noise.jpg,0,1,1
562,Image112_blur.jpg,0,1,1
563,Image112_hc.jpg,0,1,1
564,Image112_lc.jpg,0,1,1
565,Image113.jpg,0,1,1
566,Image113_noise.jpg,0,1,1
567,Image113_blur.jpg,0,1,1
568,Image113_hc.jpg,0,1,1
569,Image113_lc.jpg,0,1,1
570,Image114.jpg,1,1,1
571,Image114_noise.jpg,1,1,1
572,Image114_blur.jpg,1,1,1
573,Image114_hc.jpg,1,1,1
574,Image114_lc.jpg,1,1,1
575,Image115.jpg,1,1,1
576,Image115_noise.jpg,1,1,1
577,Image115_blur.jpg,1,1,1
578,Image115_hc.jpg,1,1,1
579,Image115_lc.jpg,1,1,1
580,Image116.jpg,1,1,1
581,Image116_noise.jpg,1,1,1
582,Image116_blur.jpg,1,1,1
583,Image116_hc.jpg,1,1,1
584,Image116_lc.jpg,1,1,1
585,Image117.jpg,1,1,1
586,Image117_noise.jpg,1,1,1
587,Image117_blur.jpg,1,1,1
588,Image117_hc.jpg,1,1,1
589,Image117_lc.jpg,1,1,1
590,Image118.jpg,1,1,1
591,Image118_noise.jpg,1,1,1
592,Image118_blur.jpg,1,1,1
593,Image118_hc.jpg,1,1,1
594,Image118_lc.jpg,1,1,1
595,Image119.jpg,1,1,1
596,Image119_noise.jpg,1,1,1
597,Image119_blur.jpg,1,1,1
598,Image119_hc.jpg,1,1,1
599,Image119_lc.jpg,1,1,1
600,Image120.jpg,1,0,1
601,Image120_noise.jpg,1,0,1
602,Image120_blur.jpg,1,0,1
603,Image120_hc.jpg,1,0,1
604,Image120_lc.jpg,1,0,1
605,Image121.jpg,1,0,1
606,Image121_noise.jpg,1,0,1
607,Image121_blur.jpg,1,0,1
608,Image121_hc.jpg,1,0,1
609,Image121_lc.jpg,1,0,1
610,Image122.jpg,1,0,1
611,Image122_noise.jpg,1,0,1
612,Image122_blur.jpg,1,0,1
613,Image122_hc.jpg,1,0,1
614,Image122_lc.jpg,1,0,1
615,Image123.jpg,1,0,1
616,Image123_noise.jpg,1,0,1
617,Image123_blur.jpg,1,0,1
618,Image123_hc.jpg,1,0,1
619,Image123_lc.jpg,1,0,1
620,Image124.jpg,1,0,1
621,Image124_noise.jpg,1,0,1
622,Image124_blur.jpg,1,0,1
623,Image124_hc.jpg,1,0,1
624,Image124_lc.jpg,1,0,1
625,Image125.jpg,1,0,1
626,Image125_noise.jpg,1,0,1
627,Image125_blur.jpg,1,0,1
628,Image125_hc.jpg,1,0,1
629,Image125_lc.jpg,1,0,1
630,Image126.jpg,0,1,1
631,Image126_noise.jpg,0,1,1
632,Image126_blur.jpg,0,1,1
633,Image126_hc.jpg,0,1,1
634,Image126_lc.jpg,0,1,1
635,Image127.jpg,0,1,1
636,Image127_noise.jpg,0,1,1
637,Image127_blur.jpg,0,1,1
638,Image127_hc.jpg,0,1,1
639,Image127_lc.jpg,0,1,1
640,Image128.jpg,0,1,1
641,Image128_noise.jpg,0,1,1
642,Image128_blur.jpg,0,1,1
643,Image128_hc.jpg,0,1,1
644,Image128_lc.jpg,0,1,1
645,Image129.jpg,1,0,1
646,Image129_noise.jpg,1,0,1
647,Image129_blur.jpg,1,0,1
648,Image129_hc.jpg,1,0,1
649,Image129_lc.jpg,1,0,1
650,Image130.jpg,1,0,1
651,Image130_noise.jpg,1,0,1
652,Image130_blur.jpg,1,0,1
653,Image130_hc.jpg,1,0,1
654,Image130_lc.jpg,1,0,1
655,Image131.jpg,1,0,1
656,Image131_noise.jpg,1,0,1
657,Image131_blur.jpg,1,0,1
658,Image131_hc.jpg,1,0,1
659,Image131_lc.jpg,1,0,1
660,Image132.jpg,0,1,0
661,Image132_noise.jpg,0,1,0
662,Image132_blur.jpg,0,1,0
663,Image132_hc.jpg,0,1,0
664,Image132_lc.jpg,0,1,0
665,Image133.jpg,0,1,0
666,Image133_noise.jpg,0,1,0
667,Image133_blur.jpg,0,1,0
668,Image133_hc.jpg,0,1,0
669,Image133_lc.jpg,0,1,0
670,Image134.jpg,0,1,0
671,Image134_noise.jpg,0,1,0
672,Image134_blur.jpg,0,1,0
673,Image134_hc.jpg,0,1,0
674,Image134_lc.jpg,0,1,0
675,Image135.jpg,1,0,1
676,Image135_noise.jpg,1,0,1
677,Image135_blur.jpg,1,0,1
678,Image135_hc.jpg,1,0,1
679,Image135_lc.jpg,1,0,1
680,Image136.jpg,1,0,1
681,Image136_noise.jpg,1,0,1
682,Image136_blur.jpg,1,0,1
683,Image136_hc.jpg,1,0,1
684,Image136_lc.jpg,1,0,1
685,Image137.jpg,1,0,1
686,Image137_noise.jpg,1,0,1
687,Image137_blur.jpg,1,0,1
688,Image137_hc.jpg,1,0,1
689,Image137_lc.jpg,1,0,1
690,Image138.jpg,1,0,1
691,Image138_noise.jpg,1,0,1
692,Image138_blur.jpg,1,0,1
693,Image138_hc.jpg,1,0,1
694,Image138_lc.jpg,1,0,1
695,Image139.jpg,1,0,1
696,Image139_noise.jpg,1,0,1
697,Image139_blur.jpg,1,0,1
698,Image139_hc.jpg,1,0,1
699,Image139_lc.jpg,1,0,1
700,Image140.jpg,1,0,1
701,Image140_noise.jpg,1,0,1
702,Image140_blur.jpg,1,0,1
703,Image140_hc.jpg,1,0,1
704,Image140_lc.jpg,1,0,1
705,Image141.jpg,1,0,1
706,Image141_noise.jpg,1,0,1
707,Image141_blur.jpg,1,0,1
708,Image141_hc.jpg,1,0,1
709,Image141_lc.jpg,1,0,1
710,Image142.jpg,1,0,1
711,Image142_noise.jpg,1,0,1
712,Image142_blur.jpg,1,0,1
713,Image142_hc.jpg,1,0,1
714,Image142_lc.jpg,1,0,1
715,Image143.jpg,1,0,1
716,Image143_noise.jpg,1,0,1
717,Image143_blur.jpg,1,0,1
718,Image143_hc.jpg,1,0,1
719,Image143_lc.jpg,1,0,1
720,Image144.jpg,1,1,1
721,Image144_noise.jpg,1,1,1
722,Image144_blur.jpg,1,1,1
723,Image144_hc.jpg,1,1,1
724,Image144_lc.jpg,1,1,1
725,Image145.jpg,1,1,1
726,Image145_noise.jpg,1,1,1
727,Image145_blur.jpg,1,1,1
728,Image145_hc.jpg,1,1,1
729,Image145_lc.jpg,1,1,1
730,Image146.jpg,1,1,1
731,Image146_noise.jpg,1,1,1
732,Image146_blur.jpg,1,1,1
733,Image146_hc.jpg,1,1,1
734,Image146_lc.jpg,1,1,1
735,Image147.jpg,1,0,1
736,Image147_noise.jpg,1,0,1
737,Image147_blur.jpg,1,0,1
738,Image147_hc.jpg,1,0,1
739,Image147_lc.jpg,1,0,1
740,Image148.jpg,1,0,1
741,Image148_noise.jpg,1,0,1
742,Image148_blur.jpg,1,0,1
743,Image148_hc.jpg,1,0,1
744,Image148_lc.jpg,1,0,1
745,Image149.jpg,1,0,1
746,Image149_noise.jpg,1,0,1
747,Image149_blur.jpg,1,0,1
748,Image149_hc.jpg,1,0,1
749,Image149_lc.jpg,1,0,1
750,Image150.jpg,1,0,1
751,Image150_noise.jpg,1,0,1
752,Image150_blur.jpg,1,0,1
753,Image150_hc.jpg,1,0,1
754,Image150_lc.jpg,1,0,1
755,Image151.jpg,1,0,1
756,Image151_noise.jpg,1,0,1
757,Image151_blur.jpg,1,0,1
