,image_name,has_potholes,rating,is_pitched,has_cracks
301,2501.jpg,0,3,1,1
302,2502.jpg,0,3,1,1
303,2510.jpg,0,2,1,1
304,2511.jpg,0,2,1,1
305,2512.jpg,0,2,1,1
306,2520.jpg,1,2,0,1
307,2521.jpg,1,2,0,1
308,2522.jpg,1,2,0,1
309,2530.jpg,0,2,1,1
310,2531.jpg,0,2,1,1
311,2532.jpg,0,2,1,1
312,2540.jpg,1,2,1,0
313,2541.jpg,1,2,1,0
314,2542.jpg,1,2,1,0
315,2550.jpg,1,2,1,0
316,2551.jpg,1,2,1,0
317,2552.jpg,1,2,1,0
318,2560.jpg,1,1,1,0
319,2561.jpg,1,1,1,0
320,2562.jpg,1,1,1,0
321,2570.jpg,1,3,1,1
322,2571.jpg,1,3,1,1
323,2572.jpg,1,3,1,1
324,2580.jpg,1,2,1,1
325,2581.jpg,1,2,1,1
326,2582.jpg,1,2,1,1
327,2590.jpg,1,1,0,0
328,2591.jpg,1,1,0,0
329,2592.jpg,1,1,0,0
330,260.jpg,1,2,1,0
331,261.jpg,1,2,1,0
332,262.jpg,1,2,1,0
333,2600.jpg,1,1,1,0
334,2601.jpg,1,1,1,0
335,2602.jpg,1,1,1,0
336,2610.jpg,1,2,1,1
337,2611.jpg,1,2,1,1
338,2612.jpg,1,2,1,1
339,2620.jpg,0,3,1,0
340,2621.jpg,0,3,1,0
341,2622.jpg,0,3,1,0
342,2630.jpg,0,2,0,1
343,2631.jpg,0,2,0,1
344,2632.jpg,0,2,0,1
345,2640.jpg,1,2,1,0
346,2641.jpg,1,2,1,0
347,2642.jpg,1,2,1,0
348,2650.jpg,1,1,0,0
349,2651.jpg,1,1,0,0
350,2652.jpg,1,1,0,0
351,2660.jpg,1,1,0,1
352,2661.jpg,1,1,0,1
353,2662.jpg,1,1,0,1
354,2670.jpg,1,2,1,1
355,2671.jpg,1,2,1,1
356,2672.jpg,1,2,1,1
357,2680.jpg,1,1,1,0
358,2681.jpg,1,1,1,0
359,2682.jpg,1,1,1,0
360,2690.jpg,1,1,1,0
361,2691.jpg,1,1,1,0
362,2692.jpg,1,1,1,0
363,270.jpg,1,1,1,0
364,271.jpg,1,1,1,0
365,272.jpg,1,1,1,0
366,2700.jpg,1,2,1,0
367,2701.jpg,1,2,1,0
368,2702.jpg,1,2,1,0
369,2710.jpg,0,2,1,1
370,2711.jpg,0,2,1,1
371,2712.jpg,0,2,1,1
372,2720.jpg,1,2,1,0
373,2721.jpg,1,2,1,0
374,2722.jpg,1,2,1,0
375,2730.jpg,1,1,0,0
376,2731.jpg,1,1,0,0
377,2732.jpg,1,1,0,0
378,2740.jpg,0,2,1,1
379,2741.jpg,0,2,1,1
380,2742.jpg,0,2,1,1
381,2750.jpg,1,2,1,0
382,2751.jpg,1,2,1,0
383,2752.jpg,1,2,1,0
384,2760.jpg,1,2,0,0
385,2761.jpg,1,2,0,0
386,2762.jpg,1,2,0,0
387,2770.jpg,1,1,1,0
388,2771.jpg,1,1,1,0
389,2772.jpg,1,1,1,0
390,2780.jpg,1,2,1,0
391,2781.jpg,1,2,1,0
392,2782.jpg,1,2,1,0
393,2790.jpg,1,1,1,1
394,2791.jpg,1,1,1,1
395,2792.jpg,1,1,1,1
396,280.jpg,1,1,0,1
397,281.jpg,1,1,0,1
398,282.jpg,1,1,0,1
399,2800.jpg,1,2,1,0
400,2801.jpg,1,2,1,0
401,2802.jpg,1,2,1,0
402,2810.jpg,1,1,0,0
403,2811.jpg,1,1,0,0
404,2812.jpg,1,1,0,0
405,2820.jpg,1,2,0,0
406,2821.jpg,1,2,0,0
407,2822.jpg,1,2,0,0
408,2830.jpg,0,3,1,0
409,2831.jpg,0,3,1,0
410,2832.jpg,0,3,1,0
411,2840.jpg,1,2,1,0
412,2841.jpg,1,2,1,0
413,2842.jpg,1,2,1,0
414,2850.jpg,1,2,1,0
415,2851.jpg,1,2,1,0
416,2852.jpg,1,2,1,0
417,2860.jpg,1,1,1,1
418,2861.jpg,1,1,1,1
419,2862.jpg,1,1,1,1
420,2870.jpg,1,1,1,0
421,2871.jpg,1,1,1,0
422,2872.jpg,1,1,1,0
423,2880.jpg,1,1,1,1
424,2881.jpg,1,1,1,1
425,2882.jpg,1,1,1,1
426,2890.jpg,1,2,1,1
427,2891.jpg,1,2,1,1
428,2892.jpg,1,2,1,1
429,290.jpg,1,1,1,1
430,291.jpg,1,1,1,1
431,292.jpg,1,1,1,1
432,2900.jpg,1,1,0,1
433,2901.jpg,1,1,0,1
434,2902.jpg,1,1,0,1
435,2910.jpg,1,1,1,0
436,2911.jpg,1,1,1,0
437,2912.jpg,1,1,1,0
438,2920.jpg,1,1,0,0
439,2921.jpg,1,1,0,0
440,2922.jpg,1,1,0,0
441,2930.jpg,1,1,1,0
442,2931.jpg,1,1,1,0
443,2932.jpg,1,1,1,0
444,2940.jpg,1,2,1,0
445,2941.jpg,1,2,1,0
446,2942.jpg,1,2,1,0
447,2950.jpg,1,1,1,1
448,2951.jpg,1,1,1,1
449,2952.jpg,1,1,1,1
450,2960.jpg,1,2,1,0
451,2961.jpg,1,2,1,0
452,2962.jpg,1,2,1,0
453,2970.jpg,1,2,1,1
454,2971.jpg,1,2,1,1
455,2972.jpg,1,2,1,1
456,2980.jpg,1,2,1,0
457,2981.jpg,1,2,1,0
458,2982.jpg,1,2,1,0
459,2990.jpg,1,2,1,0
460,2991.jpg,1,2,1,0
461,2992.jpg,1,2,1,0
462,30.jpg,1,1,0,0
463,31.jpg,1,1,0,0
464,32.jpg,1,1,0,0
465,300.jpg,1,2,1,1
466,301.jpg,1,2,1,1
467,302.jpg,1,2,1,1
468,3000.jpg,1,2,1,0
469,3001.jpg,1,2,1,0
470,3002.jpg,1,2,1,0
471,3010.jpg,1,1,1,0
472,3011.jpg,1,1,1,0
473,3012.jpg,1,1,1,0
474,3020.jpg,0,2,1,1
475,3021.jpg,0,2,1,1
476,3022.jpg,0,2,1,1
477,3030.jpg,1,2,1,0
478,3031.jpg,1,2,1,0
479,3032.jpg,1,2,1,0
480,3040.jpg,1,2,1,0
481,3041.jpg,1,2,1,0
482,3042.jpg,1,2,1,0
483,3050.jpg,0,2,1,1
484,3051.jpg,0,2,1,1
485,3052.jpg,0,2,1,1
486,3060.jpg,0,2,0,1
487,3061.jpg,0,2,0,1
488,3062.jpg,0,2,0,1
489,3070.jpg,1,2,0,0
490,3071.jpg,1,2,0,0
491,3072.jpg,1,2,0,0
492,3080.jpg,1,2,1,0
493,3081.jpg,1,2,1,0
494,3082.jpg,1,2,1,0
495,3090.jpg,0,2,1,1
496,3091.jpg,0,2,1,1
497,3092.jpg,0,2,1,1
498,310.jpg,1,2,1,1
499,311.jpg,1,2,1,1
500,312.jpg,1,2,1,1
501,3100.jpg,1,2,1,0
502,3101.jpg,1,2,1,0
503,3102.jpg,1,2,1,0
504,3110.jpg,1,2,1,0
505,3111.jpg,1,2,1,0
506,3112.jpg,1,2,1,0
507,3120.jpg,1,1,1,0
508,3120.jpg,1,1,1,0
509,3130.jpg,1,1,1,1
510,3131.jpg,1,1,1,1
511,3132.jpg,1,1,1,1
512,3140.jpg,1,2,1,1
513,3141.jpg,1,2,1,1
514,3142.jpg,1,2,1,1
515,3150.jpg,1,2,1,0
516,3151.jpg,1,2,1,0
517,3152.jpg,1,2,1,0
518,3160.jpg,1,2,0,0
519,3161.jpg,1,2,0,0
520,3162.jpg,1,2,0,0
521,3170.jpg,0,2,1,1
522,3171.jpg,0,2,1,1
523,3172.jpg,0,2,1,1
524,3180.jpg,1,2,1,0
525,3181.jpg,1,2,1,0
526,3182.jpg,1,2,1,0
527,3190.jpg,1,2,1,0
528,3191.jpg,1,2,1,0
529,3192.jpg,1,2,1,0
530,320.jpg,1,1,1,0
531,321.jpg,1,1,1,0
532,322.jpg,1,1,1,0
533,3200.jpg,1,2,1,0
534,3201.jpg,1,2,1,0
535,3202.jpg,1,2,1,0
536,3210.jpg,1,2,1,0
537,3211.jpg,1,2,1,0
538,3212.jpg,1,2,1,0
539,3220.jpg,0,2,1,1
540,3221.jpg,0,2,1,1
541,3222.jpg,0,2,1,1
542,3230.jpg,1,2,1,0
543,3231.jpg,1,2,1,0
544,3232.jpg,1,2,1,0
545,3240.jpg,0,2,1,1
546,3241.jpg,0,2,1,1
547,3242.jpg,0,2,1,1
548,3250.jpg,0,2,1,1
549,3251.jpg,0,2,1,1
550,3252.jpg,0,2,1,1
551,3260.jpg,1,1,0,1
552,3261.jpg,1,1,0,1
553,3262.jpg,1,1,0,1
554,3270.jpg,0,2,1,1
555,3271.jpg,0,2,1,1
556,3272.jpg,0,2,1,1
557,3280.jpg,1,2,1,0
558,3281.jpg,1,2,1,0
559,3282.jpg,1,2,1,0
560,3290.jpg,1,2,1,0
561,3291.jpg,1,2,1,0
562,3292.jpg,1,2,1,0
563,330.jpg,1,1,1,1
564,331.jpg,1,1,1,1
565,332.jpg,1,1,1,1
566,340.jpg,1,2,1,1
567,341.jpg,1,2,1,1
568,342.jpg,1,2,1,1
569,350.jpg,1,2,1,0
570,351.jpg,1,2,1,0
571,352.jpg,1,2,1,0
572,360.jpg,1,1,1,0
573,361.jpg,1,1,1,0
574,362.jpg,1,1,1,0
575,370.jpg,1,2,1,0
576,371.jpg,1,2,1,0
577,372.jpg,1,2,1,0
578,380.jpg,1,2,0,0
579,381.jpg,1,2,0,0
580,382.jpg,1,2,0,0
581,390.jpg,0,2,0,1
582,391.jpg,0,2,0,1
583,392.jpg,0,2,0,1
584,40.jpg,0,2,0,1
585,41.jpg,0,2,0,1
586,42.jpg,0,2,0,1
587,400.jpg,0,1,1,1
588,401.jpg,0,1,1,1
589,402.jpg,0,1,1,1
590,410.jpg,1,2,1,0
591,411.jpg,1,2,1,0
592,412.jpg,1,2,1,0
593,420.jpg,0,2,1,1
594,421.jpg,0,2,1,1
595,422.jpg,0,2,1,1
596,430.jpg,0,2,1,1
597,431.jpg,0,2,1,1
598,432.jpg,0,2,1,1
599,440.jpg,1,2,1,0
600,441.jpg,1,2,1,0
601,442.jpg,1,2,1,0
602,450.jpg,1,2,1,0
603,451.jpg,1,2,1,0
604,452.jpg,1,2,1,0
605,460.jpg,1,2,1,1
606,461.jpg,1,2,1,1
607,462.jpg,1,2,1,1
608,470.jpg,1,2,1,1
609,471.jpg,1,2,1,1
610,472.jpg,1,2,1,1
611,480.jpg,1,2,1,0
612,481.jpg,1,2,1,0
613,482.jpg,1,2,1,0
614,490.jpg,1,1,1,1
615,491.jpg,1,1,1,1
616,492.jpg,1,1,1,1
617,50.jpg,1,2,1,0
618,51.jpg,1,2,1,0
619,52.jpg,1,2,1,0
620,500.jpg,1,2,1,0
621,501.jpg,1,2,1,0
622,502.jpg,1,2,1,0
623,510.jpg,1,1,0,0
624,511.jpg,1,1,0,0
625,512.jpg,1,1,0,0
626,520.jpg,1,2,0,0
627,521.jpg,1,2,0,0
628,522.jpg,1,2,0,0
629,530.jpg,1,1,0,0
630,531.jpg,1,1,0,0
631,532.jpg,1,1,0,0
632,540.jpg,1,1,0,1
633,541.jpg,1,1,0,1
634,542.jpg,1,1,0,1
635,550.jpg,1,3,1,0
636,551.jpg,1,3,1,0
637,552.jpg,1,3,1,0
638,560.jpg,1,2,1,0
639,561.jpg,1,2,1,0
640,562.jpg,1,2,1,0
641,570.jpg,0,2,1,1
642,571.jpg,0,2,1,1
643,572.jpg,0,2,1,1
644,580.jpg,0,1,1,1
645,581.jpg,0,1,1,1
646,582.jpg,0,1,1,1
647,590.jpg,1,2,1,0
648,591.jpg,1,2,1,0
649,592.jpg,1,2,1,0
650,60.jpg,1,2,0,0
651,61.jpg,1,2,0,0
652,62.jpg,1,2,0,0
653,600.jpg,1,2,0,0
654,601.jpg,1,2,0,0
655,602.jpg,1,2,0,0
656,610.jpg,0,2,1,1
657,611.jpg,0,2,1,1
658,612.jpg,0,2,1,1
659,620.jpg,1,2,1,0
660,621.jpg,1,2,1,0
661,622.jpg,1,2,1,0
662,630.jpg,1,1,1,1
663,631.jpg,1,1,1,1
664,632.jpg,1,1,1,1
665,640.jpg,0,2,1,1
666,641.jpg,0,2,1,1
667,642.jpg,0,2,1,1
668,650.jpg,1,2,1,0
669,651.jpg,1,2,1,0
670,652.jpg,1,2,1,0
671,660.jpg,1,2,1,1
672,661.jpg,1,2,1,1
673,662.jpg,1,2,1,1
674,670.jpg,1,1,1,0
675,671.jpg,1,1,1,0
676,672.jpg,1,1,1,0
677,680.jpg,1,1,0,0
678,681.jpg,1,1,0,0
679,682.jpg,1,1,0,0
680,690.jpg,1,2,1,0
681,691.jpg,1,2,1,0
682,692.jpg,1,2,1,0
683,70.jpg,0,2,1,1
684,71.jpg,0,2,1,1
685,72.jpg,0,2,1,1
686,700.jpg,1,2,1,0
687,701.jpg,1,2,1,0
688,702.jpg,1,2,1,0
689,710.jpg,1,1,1,0
690,711.jpg,1,1,1,0
691,712.jpg,1,1,1,0
692,720.jpg,1,1,0,0
693,721.jpg,1,1,0,0
694,722.jpg,1,1,0,0
695,730.jpg,1,2,1,0
696,731.jpg,1,2,1,0
697,732.jpg,1,2,1,0
698,740.jpg,1,2,1,0
699,741.jpg,1,2,1,0
700,742.jpg,1,2,1,0
701,750.jpg,0,2,1,1
702,751.jpg,0,2,1,1
703,752.jpg,0,2,1,1
704,760.jpg,1,1,1,1
705,761.jpg,1,1,1,1
706,762.jpg,1,1,1,1
707,770.jpg,0,2,1,1
708,771.jpg,0,2,1,1
709,772.jpg,0,2,1,1
710,780.jpg,0,3,1,0
711,781.jpg,0,3,1,0
712,782.jpg,0,3,1,0
713,790.jpg,0,3,1,0
714,791.jpg,0,3,1,0
715,792.jpg,0,3,1,0
716,80.jpg,1,1,1,1
717,81.jpg,1,1,1,1
718,82.jpg,1,1,1,1
719,800.jpg,1,1,1,1
720,801.jpg,1,1,1,1
721,802.jpg,1,1,1,1
722,810.jpg,1,1,1,0
723,811.jpg,1,1,1,0
724,812.jpg,1,1,1,0
725,820.jpg,1,1,1,0
726,821.jpg,1,1,1,0
727,822.jpg,1,1,1,0
728,830.jpg,0,2,1,1
729,831.jpg,0,2,1,1
730,832.jpg,0,2,1,1
731,840.jpg,1,2,1,0
732,841.jpg,1,2,1,0
733,842.jpg,1,2,1,0
734,850.jpg,1,1,1,0
735,851.jpg,1,1,1,0
736,852.jpg,1,1,1,0
737,860.jpg,1,2,1,0
738,861.jpg,1,2,1,0
739,862.jpg,1,2,1,0
740,870.jpg,1,2,1,0
741,871.jpg,1,2,1,0
742,872.jpg,1,2,1,0
743,880.jpg,1,2,1,0
744,881.jpg,1,2,1,0
745,882.jpg,1,2,1,0
746,890.jpg,1,2,1,0
747,891.jpg,1,2,1,0
748,892.jpg,1,2,1,0
749,90.jpg,0,2,1,1
750,91.jpg,0,2,1,1
751,92.jpg,0,2,1,1
752,900.jpg,1,2,1,0
753,901.jpg,1,2,1,0
754,902.jpg,1,2,1,0
755,910.jpg,0,2,1,1
756,911.jpg,0,2,1,1
757,912.jpg,0,2,1,1
758,920.jpg,0,2,1,1
759,921.jpg,0,2,1,1
760,922.jpg,0,2,1,1
761,930.jpg,0,2,1,1
762,931.jpg,0,2,1,1
763,932.jpg,0,2,1,1
764,940.jpg,0,2,1,1
765,941.jpg,0,2,1,1
766,942.jpg,0,2,1,1
767,950.jpg,1,2,0,0
768,951.jpg,1,2,0,0
769,952.jpg,1,2,0,0
770,960.jpg,1,2,1,0
771,961.jpg,1,2,1,0
772,962.jpg,1,2,1,0
773,970.jpg,1,2,1,0
774,971.jpg,1,2,1,0
775,972.jpg,1,2,1,0
776,980.jpg,1,2,1,1
777,981.jpg,1,2,1,1
778,982.jpg,1,2,1,1
779,990.jpg,0,2,1,1
780,991.jpg,0,2,1,1
781,992.jpg,0,2,1,1
782,AN_unpaved_00.jpg,0,3,1,0
783,AN_unpaved_01.jpg,0,3,1,0
784,AN_unpaved_02.jpg,0,3,1,0
785,AN_unpaved_10.jpg,0,3,1,0
786,AN_unpaved_11.jpg,0,3,1,0
787,AN_unpaved_12.jpg,0,3,1,0
788,AN_unpaved_1010.jpg,0,3,1,0
789,AN_unpaved_1011.jpg,0,3,1,0
790,AN_unpaved_1012.jpg,0,3,1,0
791,AN_unpaved_1030.jpg,0,3,1,0
792,AN_unpaved_1031.jpg,0,3,1,0
793,AN_unpaved_1032.jpg,0,3,1,0
794,AN_unpaved_1040.jpg,0,3,1,0
795,AN_unpaved_1041.jpg,0,3,1,0
796,AN_unpaved_1042.jpg,0,3,1,0
797,AN_unpaved_1090.jpg,0,3,1,0
798,AN_unpaved_1091.jpg,0,3,1,0
799,AN_unpaved_1092.jpg,0,3,1,0
800,AN_unpaved_110.jpg,0,3,1,0
801,AN_unpaved_111.jpg,0,3,1,0
802,AN_unpaved_112.jpg,0,3,1,0
803,AN_unpaved_1100.jpg,0,3,1,0
804,AN_unpaved_1101.jpg,0,3,1,0
805,AN_unpaved_1102.jpg,0,3,1,0
806,AN_unpaved_1110.jpg,0,3,1,1
807,AN_unpaved_1111.jpg,0,3,1,1
808,AN_unpaved_1112.jpg,0,3,1,1
809,AN_unpaved_1120.jpg,0,3,1,1
810,AN_unpaved_1121.jpg,0,3,1,1
811,AN_unpaved_1122.jpg,0,3,1,1
812,AN_unpaved_1130.jpg,0,3,1,1
813,AN_unpaved_1131.jpg,0,3,1,1
814,AN_unpaved_1132.jpg,0,3,1,1
815,AN_unpaved_1140.jpg,0,2,1,1
816,AN_unpaved_1141.jpg,0,2,1,1
817,AN_unpaved_1142.jpg,0,2,1,1
818,AN_unpaved_1150.jpg,0,2,0,0
